from,to,time,message
30,29,2017-05-16T11:28:39+09:00,"Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together. It's not impossible. I used to bullseye womp rats in my T-16 back home, they're not much bigger than two meters. There is no god, Summer; gotta rip that band-aid off now you'll thank me later."
30,29,2017-05-01T12:12:40+09:00,"Hello Jerry, come to rub my face in urine again? He's not a hot girl. He can't just bail on his life and set up shop in someone else's. Snuffles was my slave name, you can call me snowball because my fur is pretty and white."
30,29,2017-04-26T14:55:14+09:00,"Well, you said you wanted to be around when I made a mistake. Never tell me the odds!"
29,30,2017-05-13T22:45:44+09:00,"If you're saying that coming here was a bad idea, I'm starting to agree with you. Now, witness the power of this fully operational battle station."
30,29,2017-05-06T03:15:27+09:00,Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet.
30,29,2017-04-07T18:26:05+09:00,Shut him up or shut him down.
29,30,2017-04-21T14:23:29+09:00,Adventure. Excitement. A Jedi craves not these things. I don't get it and I don't need to. Shut him up or shut him down.
30,29,2017-04-20T00:25:11+09:00,"Ohh yea, you gotta get schwifty."
30,29,2017-05-21T08:55:03+09:00,"Strike me down, and I will become more powerful than you could possibly imagine. You will never find a more wretched hive of scum and villainy. We must be cautious."
30,29,2017-05-02T19:10:02+09:00,Pluto's a planet.
29,30,2017-05-27T19:33:06+09:00,I'm the devil. What should I do when I fail? Give myself an ice cream? Aren't you a little short for a Stormtrooper? Shut him up or shut him down.
30,29,2017-04-17T14:05:05+09:00,"Now, witness the power of this fully operational battle station. You will never find a more wretched hive of scum and villainy. We must be cautious. R2-D2, you know better than to trust a strange computer!"
29,30,2017-04-05T13:47:13+09:00,Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet. Bounty hunters! We don't need this scum.
30,29,2017-04-02T07:05:09+09:00,"You're like Hitler, except...Hitler cared about Germany, or something. I don't get it and I don't need to. Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain."
30,29,2017-05-24T02:48:42+09:00,"Snuffles was my slave name, you can call me snowball because my fur is pretty and white. That is why you fail. Truly wonderful, the mind of a child is."
30,29,2017-05-16T23:47:46+09:00,Aren't you a little short for a Stormtrooper?
29,30,2017-05-07T17:10:46+09:00,"You do have your moments. Not many, but you have them."
30,29,2017-04-07T07:46:20+09:00,"Go home and drink, grandpa. Do. Or do not. There is no try. You're our boy dog, don't even trip."
29,30,2017-05-18T16:42:36+09:00,"He's not a hot girl. He can't just bail on his life and set up shop in someone else's. You know, that little droid is going to cause me a lot of trouble. If you're saying that coming here was a bad idea, I'm starting to agree with you."
30,29,2017-05-04T16:54:31+09:00,"Ohh yea, you gotta get schwifty. Don’t even trip dawg. You are unwise to lower your defenses!"
30,29,2017-05-15T08:03:52+09:00,"I find your lack of faith disturbing. You know, that little droid is going to cause me a lot of trouble. Wars not make one great."
29,30,2017-05-11T05:11:24+09:00,"I have a bad feeling about this. Hello Jerry, come to rub my face in urine again?"
29,30,2017-05-14T16:13:56+09:00,"If they follow standard Imperial procedure, they'll dump their garbage before they go to light-speed."
29,30,2017-04-01T12:03:20+09:00,Wars not make one great.
30,29,2017-05-21T16:58:14+09:00,I have a bad feeling about this. Bounty hunters! We don't need this scum.
29,30,2017-04-05T10:37:23+09:00,"If they follow standard Imperial procedure, they'll dump their garbage before they go to light-speed. There is no god, Summer; gotta rip that band-aid off now you'll thank me later. R2-D2, you know better than to trust a strange computer!"
29,30,2017-03-30T04:37:42+09:00,"If they follow standard Imperial procedure, they'll dump their garbage before they go to light-speed. Only at the end do you realize the power of the Dark Side. Aw, c'mon Rick. That doesn't seem so bad."
30,29,2017-05-11T15:44:22+09:00,"Wars not make one great. Hello Jerry, come to rub my face in urine again?"
29,30,2017-04-19T15:45:00+09:00,"Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid?"
29,30,2017-04-05T19:25:14+09:00,"Strike me down, and I will become more powerful than you could possibly imagine. I don't get it and I don't need to."
29,30,2017-04-12T09:41:46+09:00,"Aren't you a little short for a Stormtrooper? You're our boy dog, don't even trip."
29,30,2017-05-02T04:27:16+09:00,"There is no god, Summer; gotta rip that band-aid off now you'll thank me later. Aww, gee, you got me there Rick."
31,29,2017-04-14T14:46:19+09:00,"Aww, gee, you got me there Rick."
31,29,2017-04-09T17:22:37+09:00,"There is no god, Summer; gotta rip that band-aid off now you'll thank me later. He's not a hot girl. He can't just bail on his life and set up shop in someone else's. R2-D2, you know better than to trust a strange computer!"
31,29,2017-04-26T23:21:11+09:00,"It's not impossible. I used to bullseye womp rats in my T-16 back home, they're not much bigger than two meters. You're our boy dog, don't even trip. Pluto's a planet."
31,29,2017-04-30T12:48:38+09:00,"Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain."
29,31,2017-04-02T16:12:05+09:00,"Now, witness the power of this fully operational battle station. Hello Jerry, come to rub my face in urine again?"
31,29,2017-04-24T21:37:08+09:00,Bounty hunters! We don't need this scum.
29,31,2017-04-26T17:22:57+09:00,"Strike me down, and I will become more powerful than you could possibly imagine. R2-D2, you know better than to trust a strange computer! WUBBA LUBBA DUB DUBS!!!"
31,29,2017-05-10T21:59:27+09:00,"Who's the more foolish; the fool, or the fool who follows him? You're like Hitler, except...Hitler cared about Germany, or something."
29,31,2017-04-11T10:25:34+09:00,"Hello Jerry, come to rub my face in urine again?"
29,31,2017-04-08T10:38:42+09:00,Do. Or do not. There is no try.
29,31,2017-05-19T14:32:45+09:00,"You're like Hitler, except...Hitler cared about Germany, or something."
29,31,2017-04-06T06:27:04+09:00,"I have a bad feeling about this. You're like Hitler, except...Hitler cared about Germany, or something."
31,29,2017-04-20T10:13:28+09:00,"I'm the devil. What should I do when I fail? Give myself an ice cream? You know, that little droid is going to cause me a lot of trouble."
29,31,2017-05-20T21:24:08+09:00,"Shut him up or shut him down. Go home and drink, grandpa. I don't get it and I don't need to."
29,31,2017-04-09T04:02:36+09:00,"Would somebody get this big walking carpet out of my way? Who's the more foolish; the fool, or the fool who follows him? Ohh yea, you gotta get schwifty."
31,29,2017-04-08T09:19:21+09:00,I find your lack of faith disturbing.
29,31,2017-05-04T22:56:28+09:00,"You're our boy dog, don't even trip. Do. Or do not. There is no try. WUBBA LUBBA DUB DUBS!!!"
31,29,2017-04-06T09:49:30+09:00,"It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal. R2-D2, you know better than to trust a strange computer!"
29,31,2017-05-01T23:47:15+09:00,I find your lack of faith disturbing. Adventure. Excitement. A Jedi craves not these things.
29,31,2017-05-16T02:48:23+09:00,"Aw, c'mon Rick. That doesn't seem so bad. Do. Or do not. There is no try. Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet."
31,29,2017-05-08T08:50:16+09:00,"Fear is the path to the dark side... fear leads to anger... anger leads to hate... hate leads to suffering. Hello Jerry, come to rub my face in urine again?"
29,31,2017-05-25T07:17:35+09:00,"Go home and drink, grandpa. HI! I'M MR MEESEEKS! LOOK AT ME! Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid?"
29,31,2017-05-28T01:28:48+09:00,"Who's the more foolish; the fool, or the fool who follows him?"
29,31,2017-04-05T01:27:37+09:00,"Now, witness the power of this fully operational battle station. Adventure. Excitement. A Jedi craves not these things."
29,31,2017-05-10T22:08:25+09:00,Aren't you a little short for a Stormtrooper?
29,31,2017-05-01T05:26:36+09:00,"Now, witness the power of this fully operational battle station. You'll find I'm full of surprises! Sometimes science is a lot more art, than science. A lot of people don't get that."
31,29,2017-05-12T18:28:38+09:00,"You do have your moments. Not many, but you have them. Aww, gee, you got me there Rick. Hello Jerry, come to rub my face in urine again?"
31,29,2017-04-03T09:18:26+09:00,"Go home and drink, grandpa."
29,31,2017-05-23T20:55:11+09:00,Fear is the path to the dark side... fear leads to anger... anger leads to hate... hate leads to suffering. Bounty hunters! We don't need this scum.
31,29,2017-05-06T15:05:36+09:00,"Judge me by my size, do you?"
31,29,2017-04-08T17:13:18+09:00,"You're our boy dog, don't even trip."
31,29,2017-04-19T19:09:15+09:00,"WUBBA LUBBA DUB DUBS!!! Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet. You're like Hitler, except...Hitler cared about Germany, or something."
29,31,2017-05-21T14:49:17+09:00,"Hello Jerry, come to rub my face in urine again? Truly wonderful, the mind of a child is. Pluto's a planet."
29,31,2017-04-23T07:36:01+09:00,"Hello Jerry, come to rub my face in urine again? Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain."
29,31,2017-04-05T22:57:39+09:00,"You do have your moments. Not many, but you have them. Sometimes science is a lot more art, than science. A lot of people don't get that. Judge me by my size, do you?"
29,31,2017-05-20T22:31:21+09:00,I'm the devil. What should I do when I fail? Give myself an ice cream?
29,31,2017-04-01T05:31:57+09:00,Never tell me the odds! Only at the end do you realize the power of the Dark Side. HI! I'M MR MEESEEKS! LOOK AT ME!
29,31,2017-05-05T13:37:34+09:00,"Don’t even trip dawg. R2-D2, you know better than to trust a strange computer! There is no god, Summer; gotta rip that band-aid off now you'll thank me later."
31,29,2017-04-12T05:09:39+09:00,"Ohh yea, you gotta get schwifty. It's not impossible. I used to bullseye womp rats in my T-16 back home, they're not much bigger than two meters. Don’t even trip dawg."
29,31,2017-04-25T03:14:54+09:00,"You're like Hitler, except...Hitler cared about Germany, or something. Aw, c'mon Rick. That doesn't seem so bad. Who's the more foolish; the fool, or the fool who follows him?"
31,29,2017-04-19T01:06:50+09:00,You are unwise to lower your defenses! Never tell me the odds!
30,31,2017-04-18T05:42:23+09:00,That is why you fail. Do. Or do not. There is no try.
30,31,2017-04-04T21:24:07+09:00,You'll find I'm full of surprises!
30,31,2017-05-09T07:16:16+09:00,"Never tell me the odds! Go home and drink, grandpa."
31,30,2017-04-04T02:43:26+09:00,"I'm the devil. What should I do when I fail? Give myself an ice cream? Strike me down, and I will become more powerful than you could possibly imagine."
31,30,2017-04-07T15:38:58+09:00,I like what you got. You are unwise to lower your defenses! I don't get it and I don't need to.
31,30,2017-04-21T16:42:18+09:00,"WUBBA LUBBA DUB DUBS!!! You're like Hitler, except...Hitler cared about Germany, or something. Snuffles was my slave name, you can call me snowball because my fur is pretty and white."
31,30,2017-04-10T19:23:40+09:00,"Truly wonderful, the mind of a child is. I'm the devil. What should I do when I fail? Give myself an ice cream?"
30,31,2017-05-13T04:26:05+09:00,"Pluto's a planet. Bounty hunters! We don't need this scum. If you're saying that coming here was a bad idea, I'm starting to agree with you."
31,30,2017-04-19T00:14:18+09:00,"I like what you got. I'm the devil. What should I do when I fail? Give myself an ice cream? R2-D2, you know better than to trust a strange computer!"
30,31,2017-04-18T02:29:23+09:00,"Aren't you a little short for a Stormtrooper? Truly wonderful, the mind of a child is. You will never find a more wretched hive of scum and villainy. We must be cautious."
31,30,2017-05-27T01:39:51+09:00,"Judge me by my size, do you? You are unwise to lower your defenses!"
30,31,2017-05-12T21:09:46+09:00,"Ohh yea, you gotta get schwifty."
31,30,2017-05-04T15:51:11+09:00,Yo! What up my glip glops!
31,30,2017-05-08T14:32:42+09:00,"Snuffles was my slave name, you can call me snowball because my fur is pretty and white. Ohh yea, you gotta get schwifty. Hello Jerry, come to rub my face in urine again?"
30,31,2017-04-09T21:18:46+09:00,"That is why you fail. There is no god, Summer; gotta rip that band-aid off now you'll thank me later."
30,31,2017-04-18T18:46:08+09:00,Would somebody get this big walking carpet out of my way?
31,30,2017-04-04T22:05:07+09:00,"You do have your moments. Not many, but you have them. I find your lack of faith disturbing."
31,30,2017-05-08T08:34:29+09:00,No reward is worth this.
31,30,2017-05-15T17:52:28+09:00,WUBBA LUBBA DUB DUBS!!! I like what you got. Don’t even trip dawg.
31,30,2017-04-16T19:57:57+09:00,Shut him up or shut him down.
30,31,2017-04-26T05:39:17+09:00,"Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain. Ohh yea, you gotta get schwifty."
31,30,2017-04-03T07:34:33+09:00,"I like what you got. Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together. You're our boy dog, don't even trip."
30,31,2017-03-31T16:58:20+09:00,"You know, that little droid is going to cause me a lot of trouble."
31,30,2017-05-26T22:08:13+09:00,"You will never find a more wretched hive of scum and villainy. We must be cautious. Truly wonderful, the mind of a child is. Yo! What up my glip glops!"
31,30,2017-04-30T20:38:02+09:00,"Now, witness the power of this fully operational battle station. Truly wonderful, the mind of a child is."
30,31,2017-05-28T07:35:26+09:00,WUBBA LUBBA DUB DUBS!!! Shut him up or shut him down.
31,30,2017-05-12T03:02:11+09:00,That is why you fail.
31,30,2017-05-04T11:53:30+09:00,"R2-D2, you know better than to trust a strange computer! Never tell me the odds! I find your lack of faith disturbing."
31,30,2017-05-06T22:57:49+09:00,"Ohh yea, you gotta get schwifty. HI! I'M MR MEESEEKS! LOOK AT ME! Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain."
30,31,2017-05-18T21:49:12+09:00,"I'm the devil. What should I do when I fail? Give myself an ice cream? You know, that little droid is going to cause me a lot of trouble."
31,30,2017-05-21T07:54:33+09:00,"Aren't you a little short for a Stormtrooper? Who's the more foolish; the fool, or the fool who follows him?"
31,30,2017-04-17T04:22:06+09:00,"This isn't Game of Thrones, Morty. Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet. You do have your moments. Not many, but you have them."
31,30,2017-05-17T22:36:28+09:00,"Aren't you a little short for a Stormtrooper? Ohh yea, you gotta get schwifty. I like what you got."
30,31,2017-05-17T21:33:08+09:00,"Hello Jerry, come to rub my face in urine again?"
30,31,2017-04-23T06:55:07+09:00,"You do have your moments. Not many, but you have them. Hello Jerry, come to rub my face in urine again?"
31,30,2017-05-08T23:47:02+09:00,"Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid?"
31,30,2017-03-30T15:08:20+09:00,"There is no god, Summer; gotta rip that band-aid off now you'll thank me later. A Jedi uses the Force for knowledge and defense, never for attack. Judge me by my size, do you?"
31,30,2017-04-03T08:33:10+09:00,Shut him up or shut him down.
25,24,2017-04-21T10:42:52+09:00,"Snuffles was my slave name, you can call me snowball because my fur is pretty and white. No reward is worth this. I have a bad feeling about this."
24,25,2017-05-09T02:30:28+09:00,Wars not make one great.
25,24,2017-04-20T05:52:36+09:00,"R2-D2, you know better than to trust a strange computer! If they follow standard Imperial procedure, they'll dump their garbage before they go to light-speed."
24,25,2017-04-22T07:04:25+09:00,"You do have your moments. Not many, but you have them."
25,24,2017-04-22T01:38:23+09:00,"Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid? Who's the more foolish; the fool, or the fool who follows him?"
25,24,2017-04-26T19:32:45+09:00,"Pluto's a planet. Adventure. Excitement. A Jedi craves not these things. Aw, c'mon Rick. That doesn't seem so bad."
24,25,2017-04-29T19:00:08+09:00,I have a bad feeling about this.
25,24,2017-04-19T00:22:12+09:00,"It's not impossible. I used to bullseye womp rats in my T-16 back home, they're not much bigger than two meters. You're our boy dog, don't even trip. I have a bad feeling about this."
24,25,2017-05-04T17:42:56+09:00,"Wars not make one great. Aww, gee, you got me there Rick. Snuffles was my slave name, you can call me snowball because my fur is pretty and white."
25,24,2017-05-04T03:36:21+09:00,"Well, you said you wanted to be around when I made a mistake. You know, that little droid is going to cause me a lot of trouble. I'm the devil. What should I do when I fail? Give myself an ice cream?"
24,25,2017-05-04T19:05:43+09:00,"Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid? WUBBA LUBBA DUB DUBS!!! Aw, c'mon Rick. That doesn't seem so bad."
25,24,2017-05-18T10:20:50+09:00,"Who's the more foolish; the fool, or the fool who follows him? Yo! What up my glip glops! Adventure. Excitement. A Jedi craves not these things."
25,24,2017-04-29T13:33:59+09:00,"I find your lack of faith disturbing. Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together."
25,24,2017-04-25T20:59:27+09:00,"Now, witness the power of this fully operational battle station."
24,25,2017-05-26T01:19:05+09:00,"Shut him up or shut him down. Judge me by my size, do you? Never tell me the odds!"
25,24,2017-04-24T08:45:55+09:00,Wars not make one great.
24,25,2017-05-12T03:27:16+09:00,"Aren't you a little short for a Stormtrooper? Snuffles was my slave name, you can call me snowball because my fur is pretty and white."
25,24,2017-04-23T03:26:47+09:00,"Sometimes science is a lot more art, than science. A lot of people don't get that. Don’t even trip dawg."
25,24,2017-04-23T09:00:22+09:00,"Yo! What up my glip glops! Shut him up or shut him down. There is no god, Summer; gotta rip that band-aid off now you'll thank me later."
24,25,2017-04-26T20:48:52+09:00,"Adventure. Excitement. A Jedi craves not these things. Aren't you a little short for a Stormtrooper? Judge me by my size, do you?"
25,24,2017-05-05T18:35:59+09:00,Do. Or do not. There is no try.
25,24,2017-05-02T21:58:12+09:00,"You do have your moments. Not many, but you have them. Aw, c'mon Rick. That doesn't seem so bad. Pluto's a planet."
25,24,2017-05-04T01:19:19+09:00,"Sometimes science is a lot more art, than science. A lot of people don't get that. R2-D2, you know better than to trust a strange computer! I like what you got."
25,24,2017-05-21T01:23:01+09:00,"Now, witness the power of this fully operational battle station."
24,25,2017-04-02T14:48:45+09:00,You are unwise to lower your defenses! Shut him up or shut him down.
24,25,2017-04-17T18:17:36+09:00,"He's not a hot girl. He can't just bail on his life and set up shop in someone else's. Well, you said you wanted to be around when I made a mistake. Would somebody get this big walking carpet out of my way?"
24,25,2017-04-02T05:16:02+09:00,"Bounty hunters! We don't need this scum. I like what you got. Truly wonderful, the mind of a child is."
24,25,2017-05-12T02:17:26+09:00,"I'm the devil. What should I do when I fail? Give myself an ice cream? Aw, c'mon Rick. That doesn't seem so bad."
25,24,2017-05-24T00:53:28+09:00,Only at the end do you realize the power of the Dark Side. I have a bad feeling about this.
24,25,2017-05-03T11:39:25+09:00,"Who's the more foolish; the fool, or the fool who follows him? Strike me down, and I will become more powerful than you could possibly imagine."
25,24,2017-04-12T06:41:11+09:00,I don't get it and I don't need to. Wars not make one great. You are unwise to lower your defenses!
25,24,2017-05-24T20:46:15+09:00,"Truly wonderful, the mind of a child is."
24,25,2017-05-05T13:08:56+09:00,"I like what you got. Never tell me the odds! Well, you said you wanted to be around when I made a mistake."
24,25,2017-05-25T00:34:10+09:00,"Go home and drink, grandpa. Pluto's a planet."
25,24,2017-05-13T16:08:37+09:00,"You're our boy dog, don't even trip."
25,24,2017-03-31T00:39:43+09:00,"There is no god, Summer; gotta rip that band-aid off now you'll thank me later."
25,24,2017-04-18T21:29:25+09:00,"Would somebody get this big walking carpet out of my way? Don’t even trip dawg. Sometimes science is a lot more art, than science. A lot of people don't get that."
25,24,2017-04-14T20:01:08+09:00,Do. Or do not. There is no try. Only at the end do you realize the power of the Dark Side.
25,24,2017-04-04T19:11:42+09:00,"If they follow standard Imperial procedure, they'll dump their garbage before they go to light-speed."
25,24,2017-04-19T09:46:29+09:00,That is why you fail. Never tell me the odds!
24,25,2017-04-13T21:30:32+09:00,"Strike me down, and I will become more powerful than you could possibly imagine. You'll find I'm full of surprises! Would somebody get this big walking carpet out of my way?"
24,25,2017-05-02T07:56:47+09:00,"Aww, gee, you got me there Rick. Hello Jerry, come to rub my face in urine again? Never tell me the odds!"
24,25,2017-04-21T12:05:07+09:00,"That is why you fail. Now, witness the power of this fully operational battle station."
24,25,2017-04-21T23:06:04+09:00,"Sometimes science is a lot more art, than science. A lot of people don't get that. Strike me down, and I will become more powerful than you could possibly imagine."
25,24,2017-04-26T07:55:48+09:00,"You're like Hitler, except...Hitler cared about Germany, or something. I have a bad feeling about this."
25,24,2017-05-25T18:31:03+09:00,"You will never find a more wretched hive of scum and villainy. We must be cautious. Aww, gee, you got me there Rick."
25,24,2017-04-24T07:39:40+09:00,"I have a bad feeling about this. Now, witness the power of this fully operational battle station."
24,25,2017-05-07T01:26:15+09:00,"Do. Or do not. There is no try. This isn't Game of Thrones, Morty. There is no god, Summer; gotta rip that band-aid off now you'll thank me later."
25,24,2017-05-08T22:42:57+09:00,"Now, witness the power of this fully operational battle station."
24,26,2017-04-08T12:30:46+09:00,"If you're saying that coming here was a bad idea, I'm starting to agree with you. Bounty hunters! We don't need this scum."
24,26,2017-04-29T06:50:04+09:00,I don't get it and I don't need to. Only at the end do you realize the power of the Dark Side.
26,24,2017-04-02T00:37:53+09:00,Don’t even trip dawg.
26,24,2017-04-29T09:34:42+09:00,Do. Or do not. There is no try.
24,26,2017-04-23T14:51:19+09:00,Aren't you a little short for a Stormtrooper?
24,26,2017-05-27T00:11:16+09:00,Fear is the path to the dark side... fear leads to anger... anger leads to hate... hate leads to suffering. HI! I'M MR MEESEEKS! LOOK AT ME!
26,24,2017-05-06T08:02:16+09:00,Wars not make one great. I like what you got. He's not a hot girl. He can't just bail on his life and set up shop in someone else's.
24,26,2017-05-20T19:19:54+09:00,Never tell me the odds!
26,24,2017-05-18T01:32:41+09:00,"If they follow standard Imperial procedure, they'll dump their garbage before they go to light-speed. He's not a hot girl. He can't just bail on his life and set up shop in someone else's."
26,24,2017-05-23T17:55:21+09:00,"Hello Jerry, come to rub my face in urine again? Truly wonderful, the mind of a child is. WUBBA LUBBA DUB DUBS!!!"
24,26,2017-05-23T19:25:11+09:00,"Hello Jerry, come to rub my face in urine again? This isn't Game of Thrones, Morty. Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain."
24,26,2017-05-16T23:56:11+09:00,I'm the devil. What should I do when I fail? Give myself an ice cream? I find your lack of faith disturbing.
24,26,2017-05-02T19:21:45+09:00,"Adventure. Excitement. A Jedi craves not these things. Sometimes science is a lot more art, than science. A lot of people don't get that."
26,24,2017-05-16T03:13:21+09:00,"That is why you fail. Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid? Do. Or do not. There is no try."
24,26,2017-04-05T05:14:53+09:00,Shut him up or shut him down. You are unwise to lower your defenses!
24,26,2017-05-16T23:55:11+09:00,That is why you fail.
24,26,2017-04-16T09:05:42+09:00,Shut him up or shut him down.
26,24,2017-03-30T18:02:00+09:00,"Now, witness the power of this fully operational battle station. Do. Or do not. There is no try."
26,24,2017-05-22T09:58:40+09:00,"Hello Jerry, come to rub my face in urine again?"
26,24,2017-05-19T06:28:32+09:00,"Ohh yea, you gotta get schwifty."
24,26,2017-05-09T10:45:43+09:00,"You are unwise to lower your defenses! I don't get it and I don't need to. Truly wonderful, the mind of a child is."
26,24,2017-05-06T13:03:43+09:00,"Do. Or do not. There is no try. Ohh yea, you gotta get schwifty."
24,26,2017-05-17T22:05:56+09:00,"Shut him up or shut him down. Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together. Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid?"
24,26,2017-05-17T08:12:00+09:00,Yo! What up my glip glops!
26,24,2017-05-20T11:57:54+09:00,"You're like Hitler, except...Hitler cared about Germany, or something."
26,24,2017-04-07T17:42:14+09:00,"Do. Or do not. There is no try. Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet. Go home and drink, grandpa."
26,24,2017-05-02T21:39:58+09:00,"Bounty hunters! We don't need this scum. Who's the more foolish; the fool, or the fool who follows him?"
24,26,2017-05-04T22:48:42+09:00,"It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal."
26,24,2017-05-17T19:12:10+09:00,He's not a hot girl. He can't just bail on his life and set up shop in someone else's. You will never find a more wretched hive of scum and villainy. We must be cautious.
26,24,2017-05-01T02:03:03+09:00,"You're like Hitler, except...Hitler cared about Germany, or something. You're our boy dog, don't even trip."
26,24,2017-05-02T20:16:40+09:00,"Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid? Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain. It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal."
24,26,2017-04-02T12:11:40+09:00,Adventure. Excitement. A Jedi craves not these things.
24,26,2017-04-07T04:24:14+09:00,"Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together. Aw, c'mon Rick. That doesn't seem so bad. Adventure. Excitement. A Jedi craves not these things."
24,26,2017-05-24T16:49:43+09:00,"Now, witness the power of this fully operational battle station. Bounty hunters! We don't need this scum."
26,24,2017-04-19T10:51:26+09:00,I have a bad feeling about this.
26,24,2017-05-11T12:18:35+09:00,"Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain. Sometimes science is a lot more art, than science. A lot of people don't get that. Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid?"
26,24,2017-05-12T16:52:00+09:00,"Sometimes science is a lot more art, than science. A lot of people don't get that. I find your lack of faith disturbing."
26,24,2017-04-21T13:15:05+09:00,Adventure. Excitement. A Jedi craves not these things. HI! I'M MR MEESEEKS! LOOK AT ME!
26,24,2017-04-14T22:29:25+09:00,"If they follow standard Imperial procedure, they'll dump their garbage before they go to light-speed."
26,24,2017-04-19T05:20:45+09:00,He's not a hot girl. He can't just bail on his life and set up shop in someone else's.
26,24,2017-04-25T07:27:56+09:00,"Strike me down, and I will become more powerful than you could possibly imagine."
26,24,2017-05-17T11:15:12+09:00,Fear is the path to the dark side... fear leads to anger... anger leads to hate... hate leads to suffering. No reward is worth this.
24,26,2017-05-25T09:54:30+09:00,HI! I'M MR MEESEEKS! LOOK AT ME! Wars not make one great. I have a bad feeling about this.
24,26,2017-04-28T03:09:08+09:00,"Judge me by my size, do you? Who's the more foolish; the fool, or the fool who follows him?"
24,26,2017-04-08T10:04:08+09:00,"It's not impossible. I used to bullseye womp rats in my T-16 back home, they're not much bigger than two meters."
26,24,2017-05-02T04:18:16+09:00,"Hello Jerry, come to rub my face in urine again? A Jedi uses the Force for knowledge and defense, never for attack."
26,24,2017-04-12T21:32:41+09:00,"It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal. Adventure. Excitement. A Jedi craves not these things."
24,26,2017-04-07T05:50:02+09:00,"I find your lack of faith disturbing. A Jedi uses the Force for knowledge and defense, never for attack."
24,26,2017-04-30T16:41:07+09:00,"Judge me by my size, do you?"
26,24,2017-04-06T02:37:27+09:00,"Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid? You'll find I'm full of surprises!"
24,26,2017-05-04T02:23:41+09:00,"A Jedi uses the Force for knowledge and defense, never for attack."
24,26,2017-04-02T16:03:36+09:00,Yo! What up my glip glops!
26,24,2017-04-27T06:45:19+09:00,Don’t even trip dawg.
24,27,2017-04-12T22:04:38+09:00,He's not a hot girl. He can't just bail on his life and set up shop in someone else's. Fear is the path to the dark side... fear leads to anger... anger leads to hate... hate leads to suffering. Bounty hunters! We don't need this scum.
24,27,2017-04-29T17:08:54+09:00,"If you're saying that coming here was a bad idea, I'm starting to agree with you."
24,27,2017-05-01T02:26:31+09:00,"It's not impossible. I used to bullseye womp rats in my T-16 back home, they're not much bigger than two meters. Aww, gee, you got me there Rick. I like what you got."
